line,hour,day_of_week,month,is_weekend,time_category,is_peak_hour,is_noon_peak,is_peak_day,day_peak_weight,office_occupancy,is_strike,line_status,disruption_level
Metropolitan,12,Sunday,October,1,noon_peak,1,1,0,0.2,0.415,1,2,Medium
Metropolitan,13,Sunday,October,1,noon_peak,1,1,0,0.2,0.415,0,2,Low
Metropolitan,13,Sunday,October,1,noon_peak,1,1,0,0.2,0.415,1,2,Medium
Metropolitan,14,Sunday,October,1,noon_peak,1,1,0,0.2,0.415,0,2,Low
Metropolitan,14,Sunday,October,1,noon_peak,1,1,0,0.2,0.415,1,2,Medium
Metropolitan,16,Sunday,October,1,afternoon,1,0,0,0.2,0.415,0,2,Low
Metropolitan,16,Sunday,October,1,afternoon,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,17,Sunday,October,1,evening_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,17,Sunday,October,1,evening_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,18,Sunday,October,1,evening_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,18,Sunday,October,1,evening_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,19,Sunday,October,1,evening_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,19,Sunday,October,1,evening_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,20,Sunday,October,1,evening_peak,0,0,0,0.2,0.415,0,2,Low
Metropolitan,20,Sunday,October,1,evening_peak,0,0,0,0.2,0.415,1,2,Low
Metropolitan,22,Sunday,October,1,night,0,0,0,0.2,0.415,0,2,Low
Metropolitan,22,Sunday,October,1,night,0,0,0,0.2,0.415,1,2,Low
Metropolitan,6,Sunday,November,1,night,0,0,0,0.2,0.415,0,2,Low
Metropolitan,6,Sunday,November,1,night,0,0,0,0.2,0.415,1,2,Low
Metropolitan,7,Sunday,November,1,morning_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,7,Sunday,November,1,morning_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,8,Sunday,November,1,morning_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,8,Sunday,November,1,morning_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,9,Sunday,November,1,morning_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,9,Sunday,November,1,morning_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,10,Sunday,November,1,morning_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,10,Sunday,November,1,morning_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,12,Sunday,November,1,noon_peak,1,1,0,0.2,0.415,0,2,Low
Metropolitan,12,Sunday,November,1,noon_peak,1,1,0,0.2,0.415,1,2,Medium
Metropolitan,13,Sunday,November,1,noon_peak,1,1,0,0.2,0.415,0,2,Low
Metropolitan,13,Sunday,November,1,noon_peak,1,1,0,0.2,0.415,1,2,Medium
Metropolitan,14,Sunday,November,1,noon_peak,1,1,0,0.2,0.415,0,2,Low
Metropolitan,14,Sunday,November,1,noon_peak,1,1,0,0.2,0.415,1,2,Medium
Metropolitan,16,Sunday,November,1,afternoon,1,0,0,0.2,0.415,0,2,Low
Metropolitan,16,Sunday,November,1,afternoon,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,17,Sunday,November,1,evening_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,17,Sunday,November,1,evening_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,18,Sunday,November,1,evening_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,18,Sunday,November,1,evening_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,19,Sunday,November,1,evening_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,19,Sunday,November,1,evening_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,20,Sunday,November,1,evening_peak,0,0,0,0.2,0.415,0,2,Low
Metropolitan,20,Sunday,November,1,evening_peak,0,0,0,0.2,0.415,1,2,Low
Metropolitan,22,Sunday,November,1,night,0,0,0,0.2,0.415,0,2,Low
Metropolitan,22,Sunday,November,1,night,0,0,0,0.2,0.415,1,2,Low
Metropolitan,6,Sunday,December,1,night,0,0,0,0.2,0.415,0,2,Low
Metropolitan,6,Sunday,December,1,night,0,0,0,0.2,0.415,1,2,Low
Metropolitan,7,Sunday,December,1,morning_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,7,Sunday,December,1,morning_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,8,Sunday,December,1,morning_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,8,Sunday,December,1,morning_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,9,Sunday,December,1,morning_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,9,Sunday,December,1,morning_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,10,Sunday,December,1,morning_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,10,Sunday,December,1,morning_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,12,Sunday,December,1,noon_peak,1,1,0,0.2,0.415,0,2,Low
Metropolitan,12,Sunday,December,1,noon_peak,1,1,0,0.2,0.415,1,2,Medium
Metropolitan,13,Sunday,December,1,noon_peak,1,1,0,0.2,0.415,0,2,Low
Metropolitan,13,Sunday,December,1,noon_peak,1,1,0,0.2,0.415,1,2,Medium
Metropolitan,14,Sunday,December,1,noon_peak,1,1,0,0.2,0.415,0,2,Low
Metropolitan,14,Sunday,December,1,noon_peak,1,1,0,0.2,0.415,1,2,Medium
Metropolitan,16,Sunday,December,1,afternoon,1,0,0,0.2,0.415,0,2,Low
Metropolitan,16,Sunday,December,1,afternoon,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,17,Sunday,December,1,evening_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,17,Sunday,December,1,evening_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,18,Sunday,December,1,evening_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,18,Sunday,December,1,evening_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,19,Sunday,December,1,evening_peak,1,0,0,0.2,0.415,0,2,Low
Metropolitan,19,Sunday,December,1,evening_peak,1,0,0,0.2,0.415,1,2,Medium
Metropolitan,20,Sunday,December,1,evening_peak,0,0,0,0.2,0.415,0,2,Low
Metropolitan,20,Sunday,December,1,evening_peak,0,0,0,0.2,0.415,1,2,Low
Metropolitan,22,Sunday,December,1,night,0,0,0,0.2,0.415,0,2,Low
Metropolitan,22,Sunday,December,1,night,0,0,0,0.2,0.415,1,2,Low
Northern,6,Monday,January,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,6,Monday,January,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,7,Monday,January,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,7,Monday,January,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,8,Monday,January,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,8,Monday,January,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,9,Monday,January,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,9,Monday,January,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,10,Monday,January,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,10,Monday,January,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,12,Monday,January,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,12,Monday,January,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,13,Monday,January,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,13,Monday,January,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,14,Monday,January,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,14,Monday,January,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,16,Monday,January,0,afternoon,1,0,0,0.6,0.415,0,2,Medium
Northern,16,Monday,January,0,afternoon,1,0,0,0.6,0.415,1,2,High
Northern,17,Monday,January,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,17,Monday,January,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,18,Monday,January,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,18,Monday,January,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,19,Monday,January,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,19,Monday,January,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,20,Monday,January,0,evening_peak,0,0,0,0.6,0.415,0,2,Low
Northern,20,Monday,January,0,evening_peak,0,0,0,0.6,0.415,1,2,Medium
Northern,22,Monday,January,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,22,Monday,January,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,6,Monday,February,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,6,Monday,February,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,7,Monday,February,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,7,Monday,February,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,8,Monday,February,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,8,Monday,February,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,9,Monday,February,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,9,Monday,February,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,10,Monday,February,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,10,Monday,February,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,12,Monday,February,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,12,Monday,February,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,13,Monday,February,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,13,Monday,February,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,14,Monday,February,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,14,Monday,February,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,16,Monday,February,0,afternoon,1,0,0,0.6,0.415,0,2,Medium
Northern,16,Monday,February,0,afternoon,1,0,0,0.6,0.415,1,2,High
Northern,17,Monday,February,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,17,Monday,February,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,18,Monday,February,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,18,Monday,February,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,19,Monday,February,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,19,Monday,February,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,20,Monday,February,0,evening_peak,0,0,0,0.6,0.415,0,2,Low
Northern,20,Monday,February,0,evening_peak,0,0,0,0.6,0.415,1,2,Medium
Northern,22,Monday,February,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,22,Monday,February,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,6,Monday,March,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,6,Monday,March,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,7,Monday,March,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,7,Monday,March,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,8,Monday,March,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,8,Monday,March,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,9,Monday,March,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,9,Monday,March,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,10,Monday,March,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,10,Monday,March,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,12,Monday,March,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,12,Monday,March,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,13,Monday,March,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,13,Monday,March,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,14,Monday,March,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,14,Monday,March,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,16,Monday,March,0,afternoon,1,0,0,0.6,0.415,0,2,Medium
Northern,16,Monday,March,0,afternoon,1,0,0,0.6,0.415,1,2,High
Northern,17,Monday,March,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,17,Monday,March,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,18,Monday,March,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,18,Monday,March,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,19,Monday,March,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,19,Monday,March,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,20,Monday,March,0,evening_peak,0,0,0,0.6,0.415,0,2,Low
Northern,20,Monday,March,0,evening_peak,0,0,0,0.6,0.415,1,2,Medium
Northern,22,Monday,March,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,22,Monday,March,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,6,Monday,April,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,6,Monday,April,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,7,Monday,April,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,7,Monday,April,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,8,Monday,April,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,8,Monday,April,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,9,Monday,April,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,9,Monday,April,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,10,Monday,April,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,10,Monday,April,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,12,Monday,April,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,12,Monday,April,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,13,Monday,April,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,13,Monday,April,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,14,Monday,April,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,14,Monday,April,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,16,Monday,April,0,afternoon,1,0,0,0.6,0.415,0,2,Medium
Northern,16,Monday,April,0,afternoon,1,0,0,0.6,0.415,1,2,High
Northern,17,Monday,April,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,17,Monday,April,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,18,Monday,April,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,18,Monday,April,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,19,Monday,April,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,19,Monday,April,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,20,Monday,April,0,evening_peak,0,0,0,0.6,0.415,0,2,Low
Northern,20,Monday,April,0,evening_peak,0,0,0,0.6,0.415,1,2,Medium
Northern,22,Monday,April,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,22,Monday,April,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,6,Monday,May,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,6,Monday,May,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,7,Monday,May,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,7,Monday,May,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,8,Monday,May,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,8,Monday,May,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,9,Monday,May,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,9,Monday,May,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,10,Monday,May,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,10,Monday,May,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,12,Monday,May,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,12,Monday,May,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,13,Monday,May,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,13,Monday,May,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,14,Monday,May,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,14,Monday,May,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,16,Monday,May,0,afternoon,1,0,0,0.6,0.415,0,2,Medium
Northern,16,Monday,May,0,afternoon,1,0,0,0.6,0.415,1,2,High
Northern,17,Monday,May,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,17,Monday,May,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,18,Monday,May,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,18,Monday,May,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,19,Monday,May,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,19,Monday,May,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,20,Monday,May,0,evening_peak,0,0,0,0.6,0.415,0,2,Low
Northern,20,Monday,May,0,evening_peak,0,0,0,0.6,0.415,1,2,Medium
Northern,22,Monday,May,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,22,Monday,May,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,6,Monday,June,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,6,Monday,June,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,7,Monday,June,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,7,Monday,June,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,8,Monday,June,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,8,Monday,June,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,9,Monday,June,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,9,Monday,June,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,10,Monday,June,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,10,Monday,June,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,12,Monday,June,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,12,Monday,June,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,13,Monday,June,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,13,Monday,June,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,14,Monday,June,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,14,Monday,June,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,16,Monday,June,0,afternoon,1,0,0,0.6,0.415,0,2,Medium
Northern,16,Monday,June,0,afternoon,1,0,0,0.6,0.415,1,2,High
Northern,17,Monday,June,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,17,Monday,June,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,18,Monday,June,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,18,Monday,June,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,19,Monday,June,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,19,Monday,June,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,20,Monday,June,0,evening_peak,0,0,0,0.6,0.415,0,2,Low
Northern,20,Monday,June,0,evening_peak,0,0,0,0.6,0.415,1,2,Medium
Northern,22,Monday,June,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,22,Monday,June,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,6,Monday,July,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,6,Monday,July,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,7,Monday,July,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,7,Monday,July,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,8,Monday,July,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,8,Monday,July,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,9,Monday,July,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,9,Monday,July,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,10,Monday,July,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,10,Monday,July,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,12,Monday,July,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,12,Monday,July,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,13,Monday,July,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,13,Monday,July,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,14,Monday,July,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,14,Monday,July,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,16,Monday,July,0,afternoon,1,0,0,0.6,0.415,0,2,Medium
Northern,16,Monday,July,0,afternoon,1,0,0,0.6,0.415,1,2,High
Northern,17,Monday,July,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,17,Monday,July,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,18,Monday,July,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,18,Monday,July,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,19,Monday,July,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,19,Monday,July,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,20,Monday,July,0,evening_peak,0,0,0,0.6,0.415,0,2,Low
Northern,20,Monday,July,0,evening_peak,0,0,0,0.6,0.415,1,2,Medium
Northern,22,Monday,July,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,22,Monday,July,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,6,Monday,August,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,6,Monday,August,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,7,Monday,August,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,7,Monday,August,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,8,Monday,August,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,8,Monday,August,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,9,Monday,August,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,9,Monday,August,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,10,Monday,August,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,10,Monday,August,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,12,Monday,August,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,12,Monday,August,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,13,Monday,August,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,13,Monday,August,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,14,Monday,August,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,14,Monday,August,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,16,Monday,August,0,afternoon,1,0,0,0.6,0.415,0,2,Medium
Northern,16,Monday,August,0,afternoon,1,0,0,0.6,0.415,1,2,High
Northern,17,Monday,August,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,17,Monday,August,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,18,Monday,August,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,18,Monday,August,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,19,Monday,August,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,19,Monday,August,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,20,Monday,August,0,evening_peak,0,0,0,0.6,0.415,0,2,Low
Northern,20,Monday,August,0,evening_peak,0,0,0,0.6,0.415,1,2,Medium
Northern,22,Monday,August,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,22,Monday,August,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,6,Monday,September,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,6,Monday,September,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,7,Monday,September,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,7,Monday,September,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,8,Monday,September,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,8,Monday,September,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,9,Monday,September,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,9,Monday,September,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,10,Monday,September,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,10,Monday,September,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,12,Monday,September,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,12,Monday,September,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,13,Monday,September,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,13,Monday,September,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,14,Monday,September,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
Northern,14,Monday,September,0,noon_peak,1,1,0,0.6,0.415,1,2,High
Northern,16,Monday,September,0,afternoon,1,0,0,0.6,0.415,0,2,Medium
Northern,16,Monday,September,0,afternoon,1,0,0,0.6,0.415,1,2,High
Northern,17,Monday,September,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,17,Monday,September,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,18,Monday,September,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,18,Monday,September,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,19,Monday,September,0,evening_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,19,Monday,September,0,evening_peak,1,0,0,0.6,0.415,1,2,High
Northern,20,Monday,September,0,evening_peak,0,0,0,0.6,0.415,0,2,Low
Northern,20,Monday,September,0,evening_peak,0,0,0,0.6,0.415,1,2,Medium
Northern,22,Monday,September,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,22,Monday,September,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,6,Monday,October,0,night,0,0,0,0.6,0.415,0,2,Low
Northern,6,Monday,October,0,night,0,0,0,0.6,0.415,1,2,Medium
Northern,7,Monday,October,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,7,Monday,October,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,8,Monday,October,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,8,Monday,October,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,9,Monday,October,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,9,Monday,October,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,10,Monday,October,0,morning_peak,1,0,0,0.6,0.415,0,2,Medium
Northern,10,Monday,October,0,morning_peak,1,0,0,0.6,0.415,1,2,High
Northern,12,Monday,October,0,noon_peak,1,1,0,0.6,0.415,0,2,Medium
